post_id,date,date_original,year,text,source_url,scheduled_datetime
588,1857-08-09,9 августа.,1857,"Пирогово. Встал в 9, здоровье нехорошо. Староста глубоко презирает меня, и мне трудно с ним что-нибудь сделать. Поехал в Пирогово. Бедность людей и страдания животных ужасны.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-02-19 09:00:00
589,1857-08-10,10 августа.,1857,"Целый день болтовня и чувство разочарованья в счастье, которое я ожидал. За обедом желчный спор Сережи с Машей.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-02-20 09:00:00
590,1857-08-11,11 августа.,1857,"Пирогово - Ясная Поляна. Здоровье получше. Монах, гувернантки и даже тетенька расстраивают наш кружок. Маша рассказала про Тургенева. Я боюсь их обоих. Сережа трогателен с своим недоумением. Уехал домой. Меня вез Теншинов, погоревший четыре дня тому назад, 70 лет, завирается, добр и плут. Сел со мной. Разъяренный чиновник исколотил его за то, что зацепил. Я хотел дать 25 р., и подлое сомненье лишило меня этого удовольствия. Письмо от Pegot-Ogier.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-02-21 09:00:00
591,1857-08-12,12 августа.,1857,"В 9-м, горло лучше. Похозяйничал недурно, пересмотрел книги, почитал Bronto; написал Ogier, Колбасину и Некрасову. Фортепьяно отнимает время. Написал вечером легко листочек ""Казака"". Был в бане. Холод, дождь. Надо усилия теперь против праздности и против излишнего рвения.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-02-22 09:00:00
592,1857-08-13,13 августа.,1857,"С подрядчиком утром, отправлял старосту. Ленюсь ужасно и впадаю в старую колею. Ездил с собаками, здоровье хорошо. Немного читал Bronte, написал письмо Тургеневу. Приступил к отпуску с выкупом дворовых.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-02-23 09:00:00
593,1857-08-14,14 августа.,1857,"Встал в 9. Здоровье лучше. Дождь целый день. Отправил в Тулу деньги Некрасову и в Пирогово за деньгами. Чуть-чуть пописал, играл, читал Bronte. Вечер И. И. мешал. Лень ужасная.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-02-24 09:00:00
594,1857-08-15,15 августа.,1857,"Ясная Поляна. Целый день ничего. Читал ""Илиаду"". Вот оно! Чудо! Написал Рябинину. Переделывать надо всю ""Кавказскую повесть"". Мужики мало идут на оброк, получил письмо от Зейде.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-02-25 09:00:00
595,1857-08-16,16 августа.,1857,"Утро Василий Давыдкин. Дал ему 3 р. ""Илиада"". Хорошо; но не больше. Пошел гулять вокруг мельницы, думал о хозяйстве. Князь Енгалычев. Хитрый, глупый, необразованный и добродушный. Поехал и затравил зайца. Дома хозяйничал. Написал писулечку тетеньке, прибавил жалованье старосте. Опять лень, тоска и грусть. Все кажется вздор. Идеал недостижим, уж я погубил себя. Работа, маленькая репутация, деньги. К чему? Матерьяльное наслаждение тоже к чему? Скоро ночь вечная. Мне все кажется, что я скоро умру. Лень писать с подробностями, хотелось бы все писать огненными чертами. Любовь. Думаю о таком романе.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-02-26 09:00:00
596,1857-08-17,17 августа.,1857,"Только читал ""Илиаду"" и отрывками хозяйничал. Был на охоте и у Енгалычевых. Грустно и мрачно в этом доме, никаких воспоминаний. Вернулся в 1. ""Илиада"" заставляет меня совсем передумывать ""Беглеца"".",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-02-27 09:00:00
597,1857-08-18,18 августа.,1857,"Встал поздно, здоровье совсем хорошо; но утром я рассердился и бранился болваном. Беда! Не заметишь, как опять погибнешь. Читал ""Илиаду"". Был Сережа, мы с ним приятно болтали. ""Отъезжее поле"" совсем обдумалось, а ""Кавказской"" я совсем недоволен. Не могу писать без мысли. А мысль, что добро - добро во всякой сфере, что те же страсти везде, что дикое состояние хорошо, - недостаточны. Еще хорошо бы, ежели бы я проникнулся последним. Один выход.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-02-28 09:00:00
598,1857-08-21,21 августа.,1857,"Совсем опять болен. Утром проводил Машу, почитал чуть-чуть ""Илиаду"", начал писать ""Записки мужа"" из дна. Ходил гулять с детьми. Вообще целый день лучше, чем другие дни.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-02-29 09:00:00
599,1857-08-22,22 августа.,1857,"Получил корректуры, переправил кое-как. Ужасно взбалмошно. Послал, пообедал, пошел гулять. Позанявшись утром, был свеж и доволен.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-01 09:00:00
600,1857-08-23,23 августа.,1857,"Ложусь рано, чувствую себя свежим. Ничего не делаю. Привезли лекарство. Собак я не куплю. Лука приезжал, говорит, что мы все пропускаемся через машину. Здоровье опять хорошо.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-02 09:00:00
601,1857-08-24,24 августа.,1857,"Немного попробовал пописать, но не то. Читал Гомера. Прелестно. Ездил на охоту, затравил одного. Написал холодное письмо Машеньке. Здоровье хорошо.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-03 09:00:00
602,1857-08-25,25 августа.,1857,"Пирогово - Ясная Поляна. Встал поздно, вчера объелся. Здоровье нехорошо. Читал восхитительную ""Илиаду"". Гефест и его работы. Сережа желчен, оскорбил тетеньку. Я радуюсь, что понемногу вхожу в роль примирителя. Дай бог мне силы самоотвержения и деятельности, и я буду счастлив. Поехал с собаками в Ясную. Затравил одного, Злобный в одиночку. Коротенькое письмо от Тургенева.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-04 09:00:00
603,1857-08-26,26 августа.,1857,"Здоровье так и сяк. С утра хозяйство. Плохо во всех отношениях, а больше всего, что вновь втягивает меня в крепостную колею. Не хочется мучиться, чтобы заводить новое. Решил купить землю в Бабурине. После обеда замолотье. Зябрев отказался; читал Кольцова. Прелесть и сила необъятная. Дал пять вольных. Что будет - бог знает, а делать людям лучше, хотя и не пользуясь нисколько благодарностью, все-таки дело и в душе что-то остается. Завтра еду чем свет.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-05 09:00:00
604,1857-08-28,28 августа.,1857,"29 лет. Встал в 7, Машенька ездила в Спасское. Это злило меня: в одиночку. Свиделись мы с ней таки холодновато. Права тетенька, что она не виновата во вкусе к этой среде; но вкус есть к этой отвратительной среде.
Сережа уехал. Мы с ним больше и больше сходимся. Главное, найти струнку, по которой играть на человеке, и свою струнку дать ему. Приехали спасские. Скучны! Дети милы! Тетенька прелесть. Все советы ее золото правды, под какой бы странной, пошлой формой ни были. Только умей их разобрать. Морелька плоха. Читал вторую часть ""Мертвых душ"", аляповато. ""Отъезжее поле"" надо одно писать. И тетеньку туда. Завтра еду к Горчаковым.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-06 09:00:00
605,1857-08-29,29 августа.,1857,"По дороге из Пирогова в Верхоупье. Выехал в 6. Затравил одного, славно из-под стада. Рассердился, не найдя тарантаса. Дочел невообразимо прелестный конец ""Илиады"". Все мысли о писанье разбегаются, и ""Казак"", и ""Отъезжее поле"", и ""Юность"", и ""Любовь"". Хочется последнее, вздор. На эти три есть серьезные материалы. Ложусь в 9. Завтра в Верхоупье, Ник. и к Горчакову. Читал Евангелие, чего давно не делал. После ""Илиады"". Как мог Гомер не знать, что добро - любовь! Откровение. Нет лучшего объяснения.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-07 09:00:00
606,1857-09-01,1 сентября.,1857,"Пирогово. Встал в 9, разломан и горло болит. Читал Козлова и ""Думы"", хорошо. Удаль форсирована, вот его большой недостаток. Целый день шлялся с детьми и ничего не делал.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-08 09:00:00
607,1857-09-02,2 сентября.,1857,"Встал рано, попробовал писать, нейдет ""Казак"". Читал глупый французский роман. Ездил верхом после обеда. Здоров совсем. Машенька эгоистическая натура, и избалованная, и ограниченная. Написал братьям.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-09 09:00:00
608,1857-09-03,3 сентября.,1857,"Ясная Поляна. Написал Валерьяну и в Женеву. Поехал в Ясную, ничего не нашел. Продажа начинается леса. Денег нет. Прошла молодость! Это я говорю с хорошей стороны. Я спокоен, ничего не хочу. Даже пишу с спокойствием. Только теперь я понял, что не жизнь вокруг себя надо устроить симметрично, как хочется, а самого надо разломать, разгибчить, чтоб подходить под всякую жизнь.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-10 09:00:00
609,1857-09-06,6 сентября.,1857,"Опять хозяйство, которое сильно втянуло меня. Поехал с собаками и ничего не нашел, да и скучно. Один обедал, попробовал читать Gacklander, скверно, и mal fait и бесталанно. О своем писанье решил, что мой главный порок - робость. Надо дерзать. Вечером написал два листочка ""Погибшего"".",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-11 09:00:00
610,1857-09-08,8 сентября.,1857,"Воскресенье. Послал по мужикам. Юхван 55 лет. Все испуганно на меня смотрели, а добрые. Макарычев рассказывал про воровство и клятвопреступление брата. Обедал один. Поехал верхом. Гимбут мошенничает. Пописал немного, и хотелось писать. Послал ответ Колбасину. Читал полученные письма Гоголя. Он просто был дрянь человек. Ужасная дрянь.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-12 09:00:00
611,1857-09-08,"8,",1857,"9, 10, 11 октября. Ясная Поляна. Был в Ясном, хозяйничал довольно успешно, изредка писал. Меня обругали ""Петербургские ведомости"".",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-13 09:00:00
612,1857-09-24,24 сентября.,1857,"Встал поздно. Злой. Якова бранил. Скверно! Чудная погода, пописал немного. Я распустился страшно во всех отношениях. Сколько нерешенных вопросов. О тяглах: прибавлять или нет? и т. д.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-14 09:00:00
613,1857-10-19,19 октября.,1857,"Москва. Хлопотал утро. Обедал в клубе, скучно, да и нездоровится. Вечер у Аксаковых. Отвратительная литературная подкладка.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-15 09:00:00
614,1857-10-20,20 октября.,1857,"Пришел Фет, добродушный. Перенятая литераторская вычурность.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-16 09:00:00
615,1857-10-21,21 октября.,1857,"Утро решил о квартире, ходил, обедал у Фета. И он самолюбив и беден. С ним у Аксаковых. В театр к Арсеньевым. Вчера был у Берса. Любочка ужасна, плешива и слаба. Со всех сторон несчастья. И боже, как я стар. Все мне скучно, ничто не противно, даже сам себе ничего, но ко всему холоден. Ничего не желаю, а готов тянуть, сколько могу, нерадостную лямку жизни. Только зачем, не знаю.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-17 09:00:00
616,1857-10-22,22 октября.,1857,"Петербург. Поехал в Петербург, чуть не опоздал. Арсеньевы и Талызин там. Не очень он мне нравится. Утро к министру, видел Зеленаго и почему-то смутился. К Некрасову, тяжел. К Анненкову, мил. Обедал в клубе с Ковалевским, вечером у Толстых. Прелесть Александрин, отрада, утешенье. И не видал я ни одной женщины, доходящей ей до колена. Александра Петровна вечером; поздно, у ней морщинки.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-18 09:00:00
617,1857-10-25,25 октября.,1857,У Блудовой утром. Обедал у Толстых и вечер у Салтыкова.,https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-19 09:00:00
618,1857-10-29,29 октября.,1857,Застал министра. Плохо успел поговорить о деле. Обедал у Шостак. История Перовского. Прелесть Александрии. У них вечер.,https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-20 09:00:00
619,1857-10-30,30 октября.,1857,"Москва. Поговорил с Колбасиным и поехал. ""Смерть Пазухина"" невозможная мерзость. Юшков. Деспот и дурак. Долгоруков, стареющий светский человек и бедняжка Мещерский из Парижа на Кавказ. Известие о свадьбе Орлова с Трубецкой возбудило во мне грусть и зависть. Приехал усталый и с жестоким насморком и гриппом. Машенька все рассказывала про себя, про меня не спросила слова. И приласкала меня. Ничего. Спал днем. Прочел книгу Н. С. Толстого. Славно. И Севастополь Ершова хорошо. Хочу сидеть дома и писать. Петербург сначала огорчил, а потом совсем оправил меня. Репутация моя пала или чуть скрипит. И я внутренне сильно огорчился; но теперь я спокойнее, я знаю, что у меня есть что сказать и силы сказать сильно; а там, что хочет, говори публика. Но надо работать добросовестно, положить все свои силы, тогда пусть плюет на алтарь.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-21 09:00:00
620,1857-11-07,7 ноября.,1857,"Ничего не мог писать, от Сережи пошел в Совет, прочел ""Nord"". К Арсеньевым, не застал. Дома обедал с тетушкой Полиной. Вечером читал ""Дон-Кихота"" и ездил в баню.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-22 09:00:00
621,1857-11-08,8 ноября.,1857,"Встал раньше, написал письмо Валерии. Приятно сказал себе, что это хорошо. Поехал на гимнастику с Сережей, он остается. Обедали одни, немного почитали. Тетушка собралась в театр. ""Жених из ножовой линии"" ловкая пьеса. Садовский прекрасен, ежели бы не самоуверенная небрежность. Поехал к Сухотиным. Со всеми неловко, исключая с Александрой Алексеевной. Отличная. Вернулся во 2-ом.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-23 09:00:00
622,1857-11-11,11 ноября.,1857,"Пошел в Совет, к Островскому. Он холоден. Гимнастика. Фет обедал. Прочел ""Антония и Клеопатру"" и разговором разжег меня к искусству. Надо начать драмой в ""Казаке"". Не могу спать.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-24 09:00:00
623,1857-11-13,13 ноября.,1857,Утром писал немного. Гимнастика. Дома обедал. У Фета вечер очень приятно.,https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-25 09:00:00
624,1857-11-14,14 ноября.,1857,"Эврика! для ""Казаков"" - обоих убили.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-26 09:00:00
625,1857-11-17,17 ноября.,1857,"Ездил с Сережей, дома обедал. Вечер у Аксаковых, гордость страшная. Спорил о Гоголе напрасно.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-27 09:00:00
626,1857-11-23,23 ноября.,1857,Писал утро. С тетенькой приятно говорили у меня. Вечером писал и поехал к Аксаковым. Кажется понравилось старику.,https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-28 09:00:00
627,1857-11-24,24 ноября.,1857,"Писал ""Погибшего"". Был у Тютчевой. Ужасно неловко почему-то. Славный обед дома. Дописал ""Сон"" недурно.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-29 09:00:00
628,1857-11-25,25 ноября.,1857,"Встал рано, пересматривал ""Погибшего"". Гимнастика немного подвигается. После обеда еще пересматривал и кончил. Вся вторая половина слаба.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-30 09:00:00
629,1857-11-27,27 ноября.,1857,"Читал ""Мертвое озеро"", дрянь. Заехал Фет.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-03-31 09:00:00
630,1857-11-28,28 ноября.,1857,"Не помню утро У Киреевой. Обедал дома. Вечер у Сушковых, приятно в кабинете - Раевский интересен. Стихи Тютчева плохи. Известие о циркуляре вчера. В клубе, глупо спорил в умной комнате.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-04-01 09:00:00
631,1857-12-01,1 декабря.,1857,"В час поехали с Машенькой в концерт. Впечатление слабо. Киреева, Сухотина, Оболенская, Щербатова хорошенькая. Н. С. Толстой обедал и сначала хорошо, а потом убил скукой. Вечер у Дьяковых. Чудные сестры. Александрин держит меня на ниточке, и я благодарен ей за то. Однако по вечерам я страстно влюблен в нее и возвращаюсь домой полон чем-то - счастьем или грустью - не знаю.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-04-02 09:00:00
632,1857-12-03,3 декабря.,1857,"Немного писал. Обедал у Фета. Все что-то не то. ""Антоний и Клеопатра"". Перевод дурен. Театр, все время с Александрии. К ним чай пить, говорил ей о моем тумане. Она любит мой туман. Прения с Михаилом Михайловичем о социализме.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-04-03 09:00:00
633,1857-12-05,5 декабря.,1857,"Проснулся в час, походил, у Берса. Дома обедал, не в духе, голова болит. С Машенькой к Аксаковым. Они меня милостиво поучают. Иван Аксаков надрачивается. Дома спорил с братьями.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-04-04 09:00:00
634,1857-12-06,6 декабря.,1857,"Гимнастика плохо. Писал немного. Театр, пьеса мерзость. К Сушковым. Тютчева, выговор за диалектику. К Рюминым - не то. Щербатова не дурна очень.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-04-05 09:00:00
635,1857-12-09,9 декабря.,1857,Утром Арсеньев. В Ясной. Хозяйство скверно. Сходка хорошо.,https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-04-06 09:00:00
636,1857-12-10,10 декабря.,1857,Вернулся в Москву.,https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-04-07 09:00:00
637,1857-12-11,"11,",1857,"12, 13... до 26-го декабря. Несколько балов невеселых. Несколько надинских вечеров приятных, но неясных. Последнее время скучных. Переправка ""Музыканта"". Напечатаю. Два раза у цыган.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-04-08 09:00:00
638,1857-12-26,26 декабря.,1857,"В 12 встал, хотел позаняться, как пришел Островский, потом Сергеус с цыганами, широкие натуры - ералаш. Потом Аксаковы. Толк об обеде. Обедали дома, тетенька доказывала пользу пытки; оттого что детей перепугали. Константин Аксаков. Николенька был с ним плох. У Сушковых очень приятно.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-04-09 09:00:00
639,1857-12-28,28 декабря.,1857,"Крюков и Бахметев. Визиты. Сухотина мила очень. Олсуфьевы много говорили обо мне. Досадно. Обед на кончике; речи пошлые все, исключая Павловской. Аксаков Константин мил и добр очень. У Сушковых В. была очень мила, но ровна. Раевский был отвратителен.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-04-10 09:00:00
640,1857-12-29,"29,",1857,"30, 31 декабря. Бал у Бобринских, Тютчева начинает спокойно нравиться мне. Писал Николенькин сон. Никто не согласен, а я знаю, что хорошо.",https://libking.ru/books/prose-/prose-rus-classic/184270-55-lev-tolstoy-dnevniki.html,2028-04-11 09:00:00
641,1858-01-01,1 января.,1858,"Москва. Визиты, дома, писал. Вечер у Сушковых. Катя очень мила.",https://libking.ru/books/prose-/prose-rus-classic/184270-67-lev-tolstoy-dnevniki.html,2028-04-12 09:00:00
642,1858-01-02,"2, 3, 4, 5 января.",1858,"Хлопоты о музыкальном обществе. Катя слабее, но тихой ненависти нет. Необъяснимое впечатление омерзения кокыревской речи.",https://libking.ru/books/prose-/prose-rus-classic/184270-67-lev-tolstoy-dnevniki.html,2028-04-13 09:00:00
643,1858-01-06,6 января.,1858,"К Аксаковым. Спор с стариком. Аристократическое чувство много значит. Но главное. Я чувствую себя гражданином, и ежели у нас есть уж власть, то я хочу власть в уважаемых руках. Дома обедал. Тетенька радуется на Николеньку. С детьми, бобом занимались. Поехал в отличном духе на бал, но его не было.",https://libking.ru/books/prose-/prose-rus-classic/184270-67-lev-tolstoy-dnevniki.html,2028-04-14 09:00:00
644,1858-01-07,7 января.,1858,"Дома славно. Андерсен прелесть. И scherzo Бетховена. Бал маленький, грязный, уроды, и мне славно, грустно сделалось. Тютчева вздор!",https://libking.ru/books/prose-/prose-rus-classic/184270-67-lev-tolstoy-dnevniki.html,2028-04-15 09:00:00
645,1858-01-08,8 января.,1858,"Нет, не вздор. Потихоньку, но захватывает меня серьезно и всего.",https://libking.ru/books/prose-/prose-rus-classic/184270-67-lev-tolstoy-dnevniki.html,2028-04-16 09:00:00
646,1858-01-09,"9, 10, 11, 12, 13, 14 января.",1858,"Был раз у них от Аксаковского чтения. Раут. Глупо. Александрин Толстая постарела и перестала быть для меня женщина. Трубецкие. Карамзины прелесть, особенно он. Дома много сидел. Машенька тяжела.",https://libking.ru/books/prose-/prose-rus-classic/184270-67-lev-tolstoy-dnevniki.html,2028-04-17 09:00:00
647,1858-01-15,15 января.,1858,"Соголево. Проводил Александрин до Клина, заехал к княжне, неправдиво немного. Хорошо начал писать ""Смерть"".",https://libking.ru/books/prose-/prose-rus-classic/184270-67-lev-tolstoy-dnevniki.html,2028-04-18 09:00:00
648,1858-01-18,18 января.,1858,"Соголево - Москва. Вчера немного поправил вечером. Встал в 7-м. Болтали хорошо, читал, обедал. Поехал с тем, чтобы встретиться в Вышнем Волочке, но разъехался. Самарин рассказывал про обед. Глупо. Скучно ехал. Дома Сережа. Просто неприятно с ним. Как мне с Тургеневым.",https://libking.ru/books/prose-/prose-rus-classic/184270-67-lev-tolstoy-dnevniki.html,2028-04-19 09:00:00
649,1858-01-19,19 января.,1858,"Москва. Тютчева. Занимает меня неотступно. Досадно даже, тем более что это не любовь, не имеет ее прелести. Встал в 8. Написал письма, прочел главу. Николенька советует дерево оставить. Пошел ходить с Николенькой. Толпа. Кремль, Берсы. Дома с Чичериным. Философия вся и его - враг жизни и поэзии. Чем справедливее, тем общее, и тем холоднее, чем ложнее, тем слаще. Я не политический человек, раз говорю себе. В театр. ""Жизнь за царя"", хор прекрасен. В клуб. ""Ася"" дрянь.",https://libking.ru/books/prose-/prose-rus-classic/184270-67-lev-tolstoy-dnevniki.html,2028-04-20 09:00:00
650,1858-01-20,20 января.,1858,"Встал рано. Думал, передумывал ""Три смерти"" и написал ""Дерево"". Не вышло сразу. Пошел на гимнастику. Ничего. М. Сухотину с язвительностью говорил про К. Тютчеву. И не перестаю, думаю о ней. Что за дрянь! Все-таки я знаю, что я только страстно желаю ее любви, а жалости к ней нет. Машенька едет в маскарад. Я озлобленно спорил с ней и сказал, что уеду. С Сережей опять пошло лучше. Пробежал нынче свой дневник. Как я заметно падаю.",https://libking.ru/books/prose-/prose-rus-classic/184270-67-lev-tolstoy-dnevniki.html,2028-04-21 09:00:00
651,1858-01-21,21 января.,1858,"Встал в 8-м. Написал письмо Василью. Дневник, Евангелие прочел и думал и переписывал ""Дерево"".",https://libking.ru/books/prose-/prose-rus-classic/184270-67-lev-tolstoy-dnevniki.html,2028-04-22 09:00:00
652,1858-01-23,23 января.,1858,"Писал утро, хотя и встал поздно. Нигде не был. Дописывал после обеда и прочел тетеньке, с слезами. К Свербеевым. Яшевский злобно напал на Аксакова. Хомяков вилял передо мной весьма слабо. Зашел к нему. Старая кокетка!",https://libking.ru/books/prose-/prose-rus-classic/184270-67-lev-tolstoy-dnevniki.html,2028-04-23 09:00:00
653,1858-01-24,24 января.,1858,"Встал поздно. Докончил ""Три смерти"". Гимнастика. Дома спор с Машенькой. Приехал Чичерин. Слишком умный. Ругал желчно славянофилов. Поехал с ним к Коршу. Спокойно и высоко умен.",https://libking.ru/books/prose-/prose-rus-classic/184270-67-lev-tolstoy-dnevniki.html,2028-04-24 09:00:00
654,1858-01-25,25 января.,1858,"Встал в 10. Читал утро. Гулял много. Обедал дома. Тетенька говорила о Машеньке. Она права. К Фету. Завидно и радостно смотреть на его семейное счастье. Вечер музыкальный прелесть! Вебер прелесть. Тютчева, Свербеева, Щербатова, Чичерина, Олсуфьева, Ребиндер, я во всех был влюблен. Машеньку мне стало жалко, и я заснуть не мог от счастья до 4 часов.",https://libking.ru/books/prose-/prose-rus-classic/184270-67-lev-tolstoy-dnevniki.html,2028-04-25 09:00:00
655,1858-01-30,30 января.,1858,"Фету, Чичерину и Коршу читал. Хотят погрубее. Вздор!",https://libking.ru/books/prose-/prose-rus-classic/184270-67-lev-tolstoy-dnevniki.html,2028-04-26 09:00:00
656,1858-02-13,"13, 14, 15 февраля.",1858,"Ясная Поляна. Провел ночь у Шевалье перед отъездом. Половину говорил с Чичериным славно. Другую не видал, как провел с цыганами до утра и в Горячем. Поехал в Тулу. Зубы все вываливаются. Вчера работал над ""Погибшим"". Начинает выходить. Любви - нет.",https://libking.ru/books/prose-/prose-rus-classic/184270-67-lev-tolstoy-dnevniki.html,2028-04-27 09:00:00
657,1858-02-16,16 февраля.,1858,"Вчера приехал Сережа. Что за чудо, что моя любовь к мысли становится преградой между мной и старыми друзьями. Хорошо устроено, что в 30 лет женятся. Все мои слишком знают меня, чтобы любить. Опять работал над ""Погибшим"". Как будто кончил, но еще переделаю.",https://libking.ru/books/prose-/prose-rus-classic/184270-67-lev-tolstoy-dnevniki.html,2028-04-28 09:00:00
658,1858-02-17,"17, 18 февраля.",1858,"Немного переделал ""Альберта"". И набросал мысли о наказаниях. Дальше читал. Читал ""Атеней"". ""Revue des deux Mondes"". Montegut умница. ""Hipocondriac"" славная штука. Режет по целому. ""Midsummer-night's Dream"" по-английски и по-русски. Григорьев хорош. Брандт был и надоедал. Все голова болит. Мысли о приближающейся старости мучают меня. Смотрюсь в зеркало по целым дням. Работаю лениво. И в физическом и умственном труде нужно зубы стиснуть.",https://libking.ru/books/prose-/prose-rus-classic/184270-67-lev-tolstoy-dnevniki.html,2028-04-29 09:00:00
659,1858-02-19,"19, 20, 21, 22, 23, 24 февраля.",1858,"Москва. Еще три дня в деревне, очень хорошо провел. Старое начало ""Казаков"" хорошо, продолжал немного. Сережа, убит, смирен. Оникеев, юмор. Черемушкин, уверенность по случаю капитала. В Туле, славная Маша. Играл за Сережу, заигрался. Карнович, Завальевский. Я эманципатор!!!! По метели в Москву. Гимнастика. Баня. Объелся.",https://libking.ru/books/prose-/prose-rus-classic/184270-67-lev-tolstoy-dnevniki.html,2028-04-30 09:00:00
660,1858-02-25,25 февраля.,1858,"Встал рано, почитал журналы; о лорде Грее. Некрасова плохая вещь. Варгин, тетенька и споры. Я смирился. Пошел ходить. Не в духе. Обедал без братьев. Прочел Чичерина о эманципации и Корша о реформе. Первая нехорошо. Написал листок ""Казаков"". Играл фантазию, глупо, а приятно. Спать в 11.",https://libking.ru/books/prose-/prose-rus-classic/184270-67-lev-tolstoy-dnevniki.html,2028-05-01 09:00:00
